"","year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
"1",2013,2,4,453,500,-7,641,648,-7,"US",1117,"N557UW","EWR","CLT",82,529,5,0,2013-02-04 05:00:00
"2",2013,2,4,522,530,-8,806,829,-23,"UA",650,"N445UA","LGA","IAH",209,1416,5,30,2013-02-04 05:00:00
"3",2013,2,4,528,525,3,822,820,2,"UA",1497,"N14704","EWR","IAH",213,1400,5,25,2013-02-04 05:00:00
"4",2013,2,4,534,540,-6,825,850,-25,"AA",1141,"N640AA","JFK","MIA",150,1089,5,40,2013-02-04 05:00:00
"5",2013,2,4,534,540,-6,1010,1016,-6,"B6",725,"N563JB","JFK","BQN",186,1576,5,40,2013-02-04 05:00:00
"6",2013,2,4,550,600,-10,917,911,6,"B6",135,"N598JB","JFK","RSW",170,1074,6,0,2013-02-04 06:00:00
"7",2013,2,4,551,600,-9,829,834,-5,"DL",2083,"N370NW","LGA","MSY",188,1183,6,0,2013-02-04 06:00:00
"8",2013,2,4,552,600,-8,711,715,-4,"EV",5716,"N836AS","JFK","IAD",51,228,6,0,2013-02-04 06:00:00
"9",2013,2,4,553,600,-7,648,708,-20,"B6",380,"N346JB","EWR","BOS",42,200,6,0,2013-02-04 06:00:00
"10",2013,2,4,553,600,-7,920,925,-5,"UA",303,"N557UA","JFK","SFO",357,2586,6,0,2013-02-04 06:00:00
"11",2013,2,4,553,600,-7,700,659,1,"US",2161,"N756US","LGA","DCA",45,214,6,0,2013-02-04 06:00:00
"12",2013,2,4,554,600,-6,816,815,1,"FL",345,"N978AT","LGA","ATL",121,762,6,0,2013-02-04 06:00:00
"13",2013,2,4,554,600,-6,852,905,-13,"B6",125,"N559JB","JFK","FLL",151,1069,6,0,2013-02-04 06:00:00
"14",2013,2,4,554,600,-6,740,658,42,"US",1833,"N946UW","JFK","PHL",29,94,6,0,2013-02-04 06:00:00
"15",2013,2,4,554,600,-6,646,703,-17,"US",2114,"N715UW","LGA","BOS",35,184,6,0,2013-02-04 06:00:00
"16",2013,2,4,555,601,-6,716,725,-9,"EV",4708,"N15980","EWR","MKE",124,725,6,1,2013-02-04 06:00:00
"17",2013,2,4,555,600,-5,902,858,4,"B6",507,"N599JB","EWR","FLL",151,1065,6,0,2013-02-04 06:00:00
"18",2013,2,4,556,600,-4,703,716,-13,"EV",4201,"N11140","EWR","IAD",46,212,6,0,2013-02-04 06:00:00
"19",2013,2,4,556,600,-4,753,800,-7,"EV",4911,"N709EV","EWR","DTW",90,488,6,0,2013-02-04 06:00:00
"20",2013,2,4,556,600,-4,731,745,-14,"AA",301,"N3DTAA","LGA","ORD",136,733,6,0,2013-02-04 06:00:00
"21",2013,2,4,558,600,-2,816,837,-21,"DL",461,"N3760C","LGA","ATL",116,762,6,0,2013-02-04 06:00:00
"22",2013,2,4,558,601,-3,920,918,2,"UA",1030,"N14118","JFK","LAX",336,2475,6,1,2013-02-04 06:00:00
"23",2013,2,4,600,610,-10,814,818,-4,"EV",4941,"N758EV","EWR","MSP",165,1008,6,10,2013-02-04 06:00:00
"24",2013,2,4,600,600,0,905,910,-5,"AA",707,"N3GAAA","LGA","DFW",224,1389,6,0,2013-02-04 06:00:00
"25",2013,2,4,601,605,-4,812,805,7,"MQ",4401,"N711MQ","LGA","DTW",96,502,6,5,2013-02-04 06:00:00
"26",2013,2,4,601,600,1,823,825,-2,"MQ",4650,"N501MQ","LGA","ATL",116,762,6,0,2013-02-04 06:00:00
"27",2013,2,4,602,610,-8,847,901,-14,"B6",145,"N508JB","JFK","PBI",144,1028,6,10,2013-02-04 06:00:00
"28",2013,2,4,602,610,-8,810,817,-7,"DL",1919,"N343NW","LGA","MSP",157,1020,6,10,2013-02-04 06:00:00
"29",2013,2,4,604,600,4,856,903,-7,"B6",371,"N766JB","LGA","FLL",148,1076,6,0,2013-02-04 06:00:00
"30",2013,2,4,604,608,-4,742,755,-13,"UA",963,"N826UA","EWR","CLE",77,404,6,8,2013-02-04 06:00:00
"31",2013,2,4,606,610,-4,1038,1050,-12,"B6",709,"N634JB","JFK","SJU",190,1598,6,10,2013-02-04 06:00:00
"32",2013,2,4,609,610,-1,908,915,-7,"AA",1837,"N3BAAA","LGA","MIA",155,1096,6,10,2013-02-04 06:00:00
"33",2013,2,4,612,607,5,835,819,16,"EV",4559,"N36915","EWR","CVG",113,569,6,7,2013-02-04 06:00:00
"34",2013,2,4,612,615,-3,832,842,-10,"DL",575,"N355NB","EWR","ATL",116,746,6,15,2013-02-04 06:00:00
"35",2013,2,4,612,608,4,718,725,-7,"UA",453,"N854UA","EWR","BOS",43,200,6,8,2013-02-04 06:00:00
"36",2013,2,4,613,615,-2,851,855,-4,"9E",3856,"N170PQ","JFK","ATL",120,760,6,15,2013-02-04 06:00:00
"37",2013,2,4,613,559,14,851,822,29,"UA",32,"N24224","EWR","MSY",203,1167,5,59,2013-02-04 05:00:00
"38",2013,2,4,617,615,2,811,820,-9,"US",1791,"N724UW","JFK","CLT",87,541,6,15,2013-02-04 06:00:00
"39",2013,2,4,619,625,-6,909,915,-6,"B6",79,"N579JB","JFK","MCO",143,944,6,25,2013-02-04 06:00:00
"40",2013,2,4,620,630,-10,1123,1140,-17,"AA",413,"N3HYAA","JFK","SJU",198,1598,6,30,2013-02-04 06:00:00
"41",2013,2,4,621,635,-14,931,933,-2,"B6",983,"N504JB","LGA","TPA",161,1010,6,35,2013-02-04 06:00:00
"42",2013,2,4,622,630,-8,920,847,33,"EV",4419,"N13968","EWR","IND",152,645,6,30,2013-02-04 06:00:00
"43",2013,2,4,622,625,-3,911,934,-23,"UA",1014,"N16709","LGA","IAH",216,1416,6,25,2013-02-04 06:00:00
"44",2013,2,4,623,630,-7,852,904,-12,"DL",2057,"N672DL","LGA","ATL",121,762,6,30,2013-02-04 06:00:00
"45",2013,2,4,624,625,-1,722,730,-8,"WN",3127,"N7734H","EWR","BWI",35,169,6,25,2013-02-04 06:00:00
"46",2013,2,4,624,630,-6,854,843,11,"US",1433,"N558UW","LGA","CLT",87,544,6,30,2013-02-04 06:00:00
"47",2013,2,4,626,630,-4,903,934,-31,"UA",1627,"N17233","EWR","PBI",139,1023,6,30,2013-02-04 06:00:00
"48",2013,2,4,627,630,-3,820,845,-25,"EV",4471,"N25134","EWR","CLT",89,529,6,30,2013-02-04 06:00:00
"49",2013,2,4,627,630,-3,746,800,-14,"EV",4560,"N14148","EWR","PIT",60,319,6,30,2013-02-04 06:00:00
"50",2013,2,4,627,630,-3,806,810,-4,"AA",303,"N3BBAA","LGA","ORD",138,733,6,30,2013-02-04 06:00:00
"51",2013,2,4,627,631,-4,728,740,-12,"B6",1002,"N615JB","JFK","BOS",40,187,6,31,2013-02-04 06:00:00
"52",2013,2,4,627,630,-3,814,809,5,"B6",905,"N309JB","JFK","ORD",141,740,6,30,2013-02-04 06:00:00
"53",2013,2,4,627,630,-3,925,926,-1,"B6",71,"N636JB","JFK","TPA",154,1005,6,30,2013-02-04 06:00:00
"54",2013,2,4,628,610,18,920,910,10,"AA",1895,"N5CPAA","EWR","MIA",150,1085,6,10,2013-02-04 06:00:00
"55",2013,2,4,628,635,-7,931,1002,-31,"UA",421,"N825UA","EWR","SFO",344,2565,6,35,2013-02-04 06:00:00
"56",2013,2,4,629,630,-1,919,905,14,"WN",135,"N751SW","LGA","DEN",246,1620,6,30,2013-02-04 06:00:00
"57",2013,2,4,630,635,-5,936,940,-4,"AA",711,"N3FUAA","LGA","DFW",224,1389,6,35,2013-02-04 06:00:00
"58",2013,2,4,630,630,0,857,830,27,"MQ",4576,"N510MQ","LGA","CLT",85,544,6,30,2013-02-04 06:00:00
"59",2013,2,4,630,634,-4,929,935,-6,"UA",772,"N530UA","EWR","MIA",158,1085,6,34,2013-02-04 06:00:00
"60",2013,2,4,631,630,1,843,831,12,"US",1507,"N182UW","EWR","CLT",84,529,6,30,2013-02-04 06:00:00
"61",2013,2,4,632,633,-1,820,813,7,"EV",4424,"N19554","EWR","RDU",74,416,6,33,2013-02-04 06:00:00
"62",2013,2,4,634,635,-1,1001,1019,-18,"UA",849,"N492UA","EWR","PHX",304,2133,6,35,2013-02-04 06:00:00
"63",2013,2,4,635,630,5,758,749,9,"EV",4533,"N14573","EWR","BUF",59,282,6,30,2013-02-04 06:00:00
"64",2013,2,4,637,630,7,840,830,10,"MQ",4599,"N523MQ","LGA","MSP",150,1020,6,30,2013-02-04 06:00:00
"65",2013,2,4,639,640,-1,908,900,8,"EV",4122,"N14543","EWR","SDF",125,642,6,40,2013-02-04 06:00:00
"66",2013,2,4,639,645,-6,752,757,-5,"EV",4241,"N12567","EWR","DCA",49,199,6,45,2013-02-04 06:00:00
"67",2013,2,4,639,610,29,805,735,30,"WN",3839,"N725SW","EWR","MDW",125,711,6,10,2013-02-04 06:00:00
"68",2013,2,4,639,645,-6,905,846,19,"US",1251,"N764US","EWR","CLT",81,529,6,45,2013-02-04 06:00:00
"69",2013,2,4,640,636,4,926,945,-19,"UA",1701,"N12216","EWR","FLL",151,1065,6,36,2013-02-04 06:00:00
"70",2013,2,4,641,639,2,957,957,0,"UA",910,"N841UA","EWR","AUS",242,1504,6,39,2013-02-04 06:00:00
"71",2013,2,4,643,645,-2,1005,954,11,"UA",1217,"N27733","EWR","DFW",232,1372,6,45,2013-02-04 06:00:00
"72",2013,2,4,643,645,-2,856,920,-24,"UA",338,"N463UA","LGA","DEN",237,1620,6,45,2013-02-04 06:00:00
"73",2013,2,4,650,655,-5,934,926,8,"B6",117,"N809JB","JFK","MSY",188,1182,6,55,2013-02-04 06:00:00
"74",2013,2,4,651,650,1,826,826,0,"UA",1162,"N33266","EWR","ORD",132,719,6,50,2013-02-04 06:00:00
"75",2013,2,4,652,700,-8,1008,1019,-11,"DL",2003,"N946DL","LGA","MIA",156,1096,7,0,2013-02-04 07:00:00
"76",2013,2,4,652,600,52,830,759,31,"DL",731,"N341NB","LGA","DTW",86,502,6,0,2013-02-04 06:00:00
"77",2013,2,4,653,655,-2,1012,1030,-18,"DL",1415,"N371DA","JFK","SLC",284,1990,6,55,2013-02-04 06:00:00
"78",2013,2,4,654,700,-6,1028,1045,-17,"DL",1865,"N721TW","JFK","SFO",352,2586,7,0,2013-02-04 07:00:00
"79",2013,2,4,654,659,-5,1006,959,7,"AA",1815,"N5EWAA","JFK","MCO",149,944,6,59,2013-02-04 06:00:00
"80",2013,2,4,654,700,-6,942,923,19,"UA",230,"N675UA","EWR","MSY",183,1167,7,0,2013-02-04 07:00:00
"81",2013,2,4,654,700,-6,759,807,-8,"US",2163,"N709UW","LGA","DCA",45,214,7,0,2013-02-04 07:00:00
"82",2013,2,4,655,700,-5,806,807,-1,"US",2116,"N949UW","LGA","BOS",43,184,7,0,2013-02-04 07:00:00
"83",2013,2,4,656,700,-4,941,850,51,"AA",305,"N476AA","LGA","ORD",130,733,7,0,2013-02-04 07:00:00
"84",2013,2,4,656,700,-4,1006,956,10,"B6",203,"N625JB","JFK","LAS",318,2248,7,0,2013-02-04 07:00:00
"85",2013,2,4,656,700,-4,1016,1034,-18,"DL",763,"N722TW","JFK","LAX",336,2475,7,0,2013-02-04 07:00:00
"86",2013,2,4,656,700,-4,839,839,0,"UA",550,"N497UA","LGA","ORD",127,733,7,0,2013-02-04 07:00:00
"87",2013,2,4,657,645,12,840,807,33,"B6",102,"N537JB","JFK","BUF",61,301,6,45,2013-02-04 06:00:00
"88",2013,2,4,657,700,-3,1033,1026,7,"B6",671,"N805JB","JFK","LAX",346,2475,7,0,2013-02-04 07:00:00
"89",2013,2,4,657,700,-3,1034,1025,9,"UA",799,"N510UA","JFK","SFO",362,2586,7,0,2013-02-04 07:00:00
"90",2013,2,4,657,700,-3,809,815,-6,"UA",1142,"N38727","EWR","BOS",47,200,7,0,2013-02-04 07:00:00
"91",2013,2,4,658,659,-1,942,938,4,"DL",1547,"N312US","LGA","ATL",123,762,6,59,2013-02-04 06:00:00
"92",2013,2,4,659,700,-1,833,832,1,"EV",3839,"N14179","EWR","BNA",128,748,7,0,2013-02-04 07:00:00
"93",2013,2,4,659,700,-1,1015,1015,0,"AA",2279,"N3BJAA","LGA","MIA",159,1096,7,0,2013-02-04 07:00:00
"94",2013,2,4,659,705,-6,1037,1020,17,"B6",981,"N640JB","JFK","FLL",162,1069,7,5,2013-02-04 07:00:00
"95",2013,2,4,659,654,5,914,913,1,"UA",1472,"N72405","EWR","DEN",235,1605,6,54,2013-02-04 06:00:00
"96",2013,2,4,659,705,-6,956,940,16,"MQ",4534,"N737MQ","LGA","XNA",209,1147,7,5,2013-02-04 07:00:00
"97",2013,2,4,700,634,26,841,822,19,"EV",4334,"N41104","EWR","CMH",87,463,6,34,2013-02-04 06:00:00
"98",2013,2,4,700,705,-5,941,948,-7,"UA",1485,"N12221","EWR","LAS",312,2227,7,5,2013-02-04 07:00:00
"99",2013,2,4,700,705,-5,1015,1018,-3,"UA",298,"N528UA","EWR","LAX",336,2454,7,5,2013-02-04 07:00:00
"100",2013,2,4,702,705,-3,946,1000,-14,"UA",235,"N409UA","EWR","MCO",144,937,7,5,2013-02-04 07:00:00
"101",2013,2,4,704,705,-1,1000,1001,-1,"B6",389,"N607JB","LGA","MCO",145,950,7,5,2013-02-04 07:00:00
"102",2013,2,4,704,600,64,900,730,90,"WN",3223,"N8308K","LGA","MDW",139,725,6,0,2013-02-04 06:00:00
"103",2013,2,4,704,705,-1,1003,1034,-31,"UA",1655,"N39728","EWR","SNA",336,2434,7,5,2013-02-04 07:00:00
"104",2013,2,4,705,705,0,1013,1015,-2,"WN",3483,"N292WN","EWR","HOU",224,1411,7,5,2013-02-04 07:00:00
"105",2013,2,4,710,715,-5,1036,1035,1,"AA",825,"N3HWAA","JFK","FLL",160,1069,7,15,2013-02-04 07:00:00
"106",2013,2,4,711,714,-3,1014,1026,-12,"UA",1299,"N79521","EWR","RSW",167,1068,7,14,2013-02-04 07:00:00
"107",2013,2,4,713,705,8,1033,1035,-2,"VX",399,"N641VA","JFK","LAX",342,2475,7,5,2013-02-04 07:00:00
"108",2013,2,4,715,720,-5,924,920,4,"EV",4246,"N13989","EWR","DTW",100,488,7,20,2013-02-04 07:00:00
"109",2013,2,4,716,720,-4,906,845,21,"FL",850,"N919AT","LGA","MKE",135,738,7,20,2013-02-04 07:00:00
"110",2013,2,4,717,720,-3,921,928,-7,"DL",831,"N921DL","LGA","DTW",92,502,7,20,2013-02-04 07:00:00
"111",2013,2,4,717,720,-3,953,1023,-30,"UA",1724,"N13718","EWR","PBI",143,1023,7,20,2013-02-04 07:00:00
"112",2013,2,4,720,715,5,1030,1045,-15,"AA",443,"N5BRAA","JFK","MIA",158,1089,7,15,2013-02-04 07:00:00
"113",2013,2,4,721,730,-9,1032,1040,-8,"AA",2083,"N584AA","EWR","DFW",222,1372,7,30,2013-02-04 07:00:00
"114",2013,2,4,723,730,-7,1042,1040,2,"AA",715,"N477AA","LGA","DFW",223,1389,7,30,2013-02-04 07:00:00
"115",2013,2,4,723,729,-6,854,849,5,"B6",1305,"N329JB","JFK","IAD",53,228,7,29,2013-02-04 07:00:00
"116",2013,2,4,724,725,-1,1036,1035,1,"AS",11,"N532AS","EWR","SEA",353,2402,7,25,2013-02-04 07:00:00
"117",2013,2,4,726,730,-4,1028,1100,-32,"AA",33,"N332AA","JFK","LAX",328,2475,7,30,2013-02-04 07:00:00
"118",2013,2,4,726,730,-4,1045,1006,39,"DL",873,"N358NB","LGA","MSY",188,1183,7,30,2013-02-04 07:00:00
"119",2013,2,4,726,730,-4,1107,1115,-8,"VX",11,"N844VA","JFK","SFO",363,2586,7,30,2013-02-04 07:00:00
"120",2013,2,4,727,710,17,1208,1202,6,"B6",715,"N624JB","JFK","SJU",184,1598,7,10,2013-02-04 07:00:00
"121",2013,2,4,727,730,-3,945,1004,-19,"DL",807,"N336NB","EWR","ATL",120,746,7,30,2013-02-04 07:00:00
"122",2013,2,4,727,730,-3,1033,1045,-12,"UA",1408,"N33289","LGA","IAH",226,1416,7,30,2013-02-04 07:00:00
"123",2013,2,4,729,735,-6,1040,1046,-6,"B6",341,"N804JB","JFK","SRQ",159,1041,7,35,2013-02-04 07:00:00
"124",2013,2,4,729,732,-3,1057,1045,12,"B6",1601,"N570JB","LGA","RSW",173,1080,7,32,2013-02-04 07:00:00
"125",2013,2,4,738,740,-2,1118,1105,13,"DL",1889,"N647DL","JFK","SEA",359,2422,7,40,2013-02-04 07:00:00
"126",2013,2,4,740,740,0,1028,1044,-16,"UA",966,"N805UA","EWR","TPA",154,997,7,40,2013-02-04 07:00:00
"127",2013,2,4,741,747,-6,1119,1125,-6,"B6",643,"N763JB","JFK","SFO",366,2586,7,47,2013-02-04 07:00:00
"128",2013,2,4,742,745,-3,1206,1234,-28,"UA",1481,"N56859","EWR","SJU",188,1608,7,45,2013-02-04 07:00:00
"129",2013,2,4,745,740,5,939,927,12,"EV",4099,"N13992","EWR","STL",157,872,7,40,2013-02-04 07:00:00
"130",2013,2,4,747,745,2,1214,1125,49,"AA",59,"N399AA","JFK","SFO",422,2586,7,45,2013-02-04 07:00:00
"131",2013,2,4,749,755,-6,1006,1012,-6,"9E",4023,"N8971A","EWR","CVG",113,569,7,55,2013-02-04 07:00:00
"132",2013,2,4,750,750,0,937,940,-3,"9E",3611,"N8886A","JFK","PIT",71,340,7,50,2013-02-04 07:00:00
"133",2013,2,4,752,759,-7,936,1011,-35,"US",1733,"N555AY","LGA","CLT",88,544,7,59,2013-02-04 07:00:00
"134",2013,2,4,753,800,-7,906,908,-2,"US",2118,"N965UW","LGA","BOS",39,184,8,0,2013-02-04 08:00:00
"135",2013,2,4,754,759,-5,859,916,-17,"EV",4392,"N13913","EWR","SYR",46,195,7,59,2013-02-04 07:00:00
"136",2013,2,4,754,757,-3,908,909,-1,"B6",44,"N712JB","JFK","SYR",50,209,7,57,2013-02-04 07:00:00
"137",2013,2,4,755,755,0,920,930,-10,"WN",3935,"N480WN","LGA","MDW",128,725,7,55,2013-02-04 07:00:00
"138",2013,2,4,756,800,-4,859,917,-18,"US",2165,"N705UW","LGA","DCA",44,214,8,0,2013-02-04 08:00:00
"139",2013,2,4,757,755,2,1059,1110,-11,"AA",2267,"N3CCAA","LGA","MIA",156,1096,7,55,2013-02-04 07:00:00
"140",2013,2,4,757,800,-3,1121,1122,-1,"DL",1271,"N956DL","JFK","FLL",168,1069,8,0,2013-02-04 08:00:00
"141",2013,2,4,757,800,-3,1119,1125,-6,"UA",397,"N525UA","JFK","SFO",362,2586,8,0,2013-02-04 08:00:00
"142",2013,2,4,758,759,-1,1049,1039,10,"DL",2047,"N609DL","LGA","ATL",116,762,7,59,2013-02-04 07:00:00
"143",2013,2,4,759,759,0,1006,1010,-4,"EV",4214,"N13202","EWR","MSP",160,1008,7,59,2013-02-04 07:00:00
"144",2013,2,4,759,800,-1,955,1002,-7,"B6",219,"N324JB","JFK","CLT",91,541,8,0,2013-02-04 08:00:00
"145",2013,2,4,800,810,-10,1241,1315,-34,"AA",655,"N5FMAA","JFK","STT",188,1623,8,10,2013-02-04 08:00:00
"146",2013,2,4,800,800,0,1128,1140,-12,"WN",1558,"N949WN","EWR","PHX",306,2133,8,0,2013-02-04 08:00:00
"147",2013,2,4,801,805,-4,1013,1029,-16,"9E",3538,"N909XJ","JFK","MSP",156,1029,8,5,2013-02-04 08:00:00
"148",2013,2,4,801,800,1,1045,1053,-8,"B6",517,"N705JB","EWR","MCO",141,937,8,0,2013-02-04 08:00:00
"149",2013,2,4,801,800,1,1108,1124,-16,"DL",2143,"N362NW","JFK","MIA",164,1089,8,0,2013-02-04 08:00:00
"150",2013,2,4,802,803,-1,918,918,0,"EV",4233,"N14570","EWR","BTV",51,266,8,3,2013-02-04 08:00:00
"151",2013,2,4,803,803,0,1020,1025,-5,"EV",4393,"N14186","EWR","OMA",181,1134,8,3,2013-02-04 08:00:00
"152",2013,2,4,803,805,-2,1051,1034,17,"B6",1955,"N706JB","JFK","MSY",198,1182,8,5,2013-02-04 08:00:00
"153",2013,2,4,804,805,-1,1104,1112,-8,"B6",17,"N565JB","JFK","FLL",157,1069,8,5,2013-02-04 08:00:00
"154",2013,2,4,804,753,11,954,1007,-13,"DL",2119,"N351NW","LGA","MSP",153,1020,7,53,2013-02-04 07:00:00
"155",2013,2,4,804,759,5,1026,1025,1,"UA",429,"N578UA","LGA","DEN",233,1620,7,59,2013-02-04 07:00:00
"156",2013,2,4,805,810,-5,1120,1116,4,"DL",1959,"N920DL","JFK","MCO",146,944,8,10,2013-02-04 08:00:00
"157",2013,2,4,805,810,-5,915,925,-10,"AA",1838,"N3ADAA","JFK","BOS",44,187,8,10,2013-02-04 08:00:00
"158",2013,2,4,805,815,-10,1000,1010,-10,"MQ",4490,"N730MQ","LGA","CMH",92,479,8,15,2013-02-04 08:00:00
"159",2013,2,4,807,600,127,924,724,120,"EV",6055,"N14171","LGA","IAD",52,229,6,0,2013-02-04 06:00:00
"160",2013,2,4,808,815,-7,1114,1131,-17,"DL",1167,"N306DQ","JFK","TPA",158,1005,8,15,2013-02-04 08:00:00
"161",2013,2,4,809,745,24,956,930,26,"AA",309,"N489AA","LGA","ORD",133,733,7,45,2013-02-04 07:00:00
"162",2013,2,4,809,815,-6,1011,1015,-4,"US",675,"N665AW","EWR","CLT",87,529,8,15,2013-02-04 08:00:00
"163",2013,2,4,810,817,-7,1032,1058,-26,"DL",914,"N360NW","LGA","DEN",240,1620,8,17,2013-02-04 08:00:00
"164",2013,2,4,810,815,-5,1048,1118,-30,"DL",1429,"N373DA","JFK","LAS",313,2248,8,15,2013-02-04 08:00:00
"165",2013,2,4,811,820,-9,949,958,-9,"9E",3317,"N916XJ","JFK","BUF",66,301,8,20,2013-02-04 08:00:00
"166",2013,2,4,812,820,-8,923,939,-16,"9E",4051,"N8891A","JFK","BWI",41,184,8,20,2013-02-04 08:00:00
"167",2013,2,4,812,810,2,916,923,-7,"B6",1172,"N334JB","EWR","BOS",45,200,8,10,2013-02-04 08:00:00
"168",2013,2,4,814,822,-8,1020,1019,1,"EV",4691,"N14562","EWR","DAY",106,533,8,22,2013-02-04 08:00:00
"169",2013,2,4,814,817,-3,1108,1127,-19,"DL",1109,"N378NW","LGA","TPA",157,1010,8,17,2013-02-04 08:00:00
"170",2013,2,4,815,810,5,1036,1044,-8,"FL",346,"N964AT","LGA","ATL",120,762,8,10,2013-02-04 08:00:00
"171",2013,2,4,817,827,-10,1121,1140,-19,"DL",2395,"N365NW","LGA","PBI",154,1035,8,27,2013-02-04 08:00:00
"172",2013,2,4,817,825,-8,1021,1026,-5,"US",487,"N627AW","JFK","CLT",91,541,8,25,2013-02-04 08:00:00
"173",2013,2,4,818,820,-2,945,955,-10,"MQ",4655,"N546MQ","LGA","BNA",123,764,8,20,2013-02-04 08:00:00
"174",2013,2,4,820,830,-10,1049,1106,-17,"F9",835,"N943FR","LGA","DEN",239,1620,8,30,2013-02-04 08:00:00
"175",2013,2,4,821,830,-9,1005,1025,-20,"AA",1855,"N4XBAA","LGA","STL",144,888,8,30,2013-02-04 08:00:00
"176",2013,2,4,821,812,9,1021,950,31,"B6",1051,"N339JB","JFK","PIT",77,340,8,12,2013-02-04 08:00:00
"177",2013,2,4,821,710,71,1002,850,72,"MQ",3737,"N513MQ","EWR","ORD",128,719,7,10,2013-02-04 07:00:00
"178",2013,2,4,822,830,-8,1327,1335,-8,"DL",301,"N633DL","JFK","SJU",191,1598,8,30,2013-02-04 08:00:00
"179",2013,2,4,824,827,-3,1006,1031,-25,"EV",4652,"N13958","EWR","MYR",84,550,8,27,2013-02-04 08:00:00
"180",2013,2,4,825,808,17,1034,1013,21,"EV",4230,"N16911","EWR","GRR",113,605,8,8,2013-02-04 08:00:00
"181",2013,2,4,825,829,-4,1104,1105,-1,"B6",611,"N203JB","JFK","JAX",130,828,8,29,2013-02-04 08:00:00
"182",2013,2,4,825,825,0,1139,1136,3,"B6",181,"N789JB","JFK","SAN",352,2446,8,25,2013-02-04 08:00:00
"183",2013,2,4,826,830,-4,1125,1146,-21,"UA",1601,"N33292","EWR","FLL",159,1065,8,30,2013-02-04 08:00:00
"184",2013,2,4,827,830,-3,1034,1023,11,"9E",4220,"N8604C","JFK","RDU",83,427,8,30,2013-02-04 08:00:00
"185",2013,2,4,827,810,17,1059,1042,17,"DL",269,"N338NB","JFK","ATL",121,760,8,10,2013-02-04 08:00:00
"186",2013,2,4,827,810,17,1011,955,16,"MQ",4406,"N836MQ","JFK","RDU",76,427,8,10,2013-02-04 08:00:00
"187",2013,2,4,830,830,0,949,950,-1,"WN",369,"N204WN","EWR","MDW",122,711,8,30,2013-02-04 08:00:00
"188",2013,2,4,830,825,5,949,945,4,"MQ",4418,"N824MQ","JFK","DCA",48,213,8,25,2013-02-04 08:00:00
"189",2013,2,4,831,835,-4,1143,1150,-7,"AA",717,"N3CWAA","LGA","DFW",231,1389,8,35,2013-02-04 08:00:00
"190",2013,2,4,832,835,-3,1115,1105,10,"MQ",4610,"N506MQ","LGA","ATL",120,762,8,35,2013-02-04 08:00:00
"191",2013,2,4,833,840,-7,1004,1030,-26,"EV",4548,"N26549","EWR","RDU",72,416,8,40,2013-02-04 08:00:00
